system:index,B2_max,B2_max_1,B2_mean,B2_median,B2_min,B2_stdDev,B3_max,B3_max_1,B3_mean,B3_median,B3_min,B3_stdDev,B4_max,B4_max_1,B4_mean,B4_median,B4_min,B4_stdDev,B5_max,B5_max_1,B5_mean,B5_median,B5_min,B5_stdDev,B6_max,B6_max_1,B6_mean,B6_median,B6_min,B6_stdDev,B7_max,B7_max_1,B7_mean,B7_median,B7_min,B7_stdDev,Cultivo,GlobalId,NDVI_max,NDVI_max_1,NDVI_mean,NDVI_median,NDVI_min,NDVI_stdDev,SAVI_max,SAVI_max_1,SAVI_mean,SAVI_median,SAVI_min,SAVI_stdDev,.geo
0000000000000000008d_0,1015,777,424,285,238,252,1475,1050,698,576,425,318,1820,1564,603,346,256,504,5813,3541,4280,4400,2272,1235,3644,2185,2342,2290,1459,611,2106,1447,1239,941,659,527,S,191,9156,5789,7302,8481,3367,2154,13733,8683,10951,12721,5050,3232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.99251317826715,-33.650037143597366]}"
0000000000000000008e_0,928,709,413,289,219,230,1407,993,688,576,414,299,1805,1562,604,351,243,500,5839,3646,4278,4394,2193,1308,3859,2390,2379,2310,1469,665,2222,1554,1266,940,668,558,S,191,9200,5976,7244,8450,3224,2234,13800,8964,10865,12674,4836,3351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.993052167437625,-33.65057613276784]}"
0000000000000000008f_0,839,598,399,279,241,203,1309,893,675,565,416,269,1687,1440,586,345,247,464,5791,3538,4266,4436,2253,1274,3673,2187,2342,2290,1486,615,2105,1432,1235,934,673,526,S,191,9181,5814,7299,8491,3367,2167,13771,8721,10948,12736,5050,3251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.99278267285239,-33.6503066381826]}"
00000000000000000090_0,846,599,404,285,247,204,1321,902,681,572,419,271,1726,1473,595,351,253,476,5833,3595,4272,4447,2238,1280,3728,2249,2359,2301,1479,629,2149,1472,1249,940,677,540,S,191,9168,5890,7270,8465,3278,2200,13751,8834,10904,12697,4917,3300,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.993052167437625,-33.650037143597366]}"
00000000000000000091_0,400,103,334,329,297,32,782,232,655,672,550,73,755,480,478,469,275,155,6491,3560,4388,4104,2931,1073,2629,707,2224,2157,1922,235,1403,504,1125,1127,899,142,S,195,9187,3284,7857,7942,5903,1023,13779,4926,11784,11912,8853,1535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.61176891249387]}"
00000000000000000092_0,424,133,337,331,291,41,796,237,661,677,559,76,732,456,480,479,276,154,6482,3442,4409,4248,3040,1050,2615,666,2232,2157,1949,223,1368,426,1127,1106,942,132,S,195,9183,3065,7869,7967,6118,987,13773,4597,11802,11949,9176,1480,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01488122884173,-33.6112299233234]}"
00000000000000000093_0,370,95,318,310,275,29,802,254,642,623,548,81,718,444,449,385,274,148,6504,3377,4507,4363,3127,1022,2643,820,2190,2083,1823,281,1284,388,1059,1075,896,121,S,195,9191,2926,8040,8396,6265,938,13786,4390,12060,12593,9396,1408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.6112299233234]}"
00000000000000000094_0,450,157,338,329,293,47,794,248,662,671,546,80,740,469,480,463,271,159,6508,3453,4407,4175,3055,1078,2641,719,2245,2144,1922,240,1518,624,1132,1119,894,171,S,195,9200,3100,7857,8012,6100,1030,13799,4651,11784,12017,9148,1546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01488122884173,-33.61149941790864]}"
00000000000000000095_0,367,93,317,309,274,27,812,260,644,624,552,83,748,474,448,375,274,156,6483,3394,4513,4343,3089,1022,2621,842,2176,2076,1779,287,1281,395,1057,1076,886,123,S,195,9188,3087,8042,8434,6101,980,13782,4632,12061,12650,9150,1470,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.61149941790864]}"
00000000000000000096_0,369,74,319,311,295,24,789,232,650,632,557,76,754,476,458,401,278,154,6480,3568,4497,4269,2912,1034,2614,742,2181,2059,1872,270,1294,396,1072,1072,898,113,S,195,9177,3291,7989,8283,5886,1012,13764,4936,11983,12423,8828,1519,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.61176891249387]}"
00000000000000000097_0,424,133,337,331,291,41,796,237,661,677,559,76,732,456,480,479,276,154,6482,3442,4409,4248,3040,1050,2615,666,2232,2157,1949,223,1368,426,1127,1106,942,132,S,195,9183,3065,7869,7967,6118,987,13773,4597,11802,11949,9176,1480,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01488122884173,-33.6112299233234]}"
00000000000000000098_0,381,104,317,309,277,34,817,264,647,629,553,83,693,418,443,384,275,142,6508,3172,4563,4503,3336,977,2633,794,2198,2116,1839,267,1296,397,1056,1066,899,122,S,195,9189,2630,8098,8421,6559,874,13782,3944,12147,12630,9838,1311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.61096042873817]}"
00000000000000000099_0,460,165,335,313,295,50,802,252,665,672,550,80,759,485,476,448,274,159,6490,3498,4416,4271,2992,1082,2623,721,2240,2120,1902,248,1539,643,1121,1099,896,175,S,195,9189,3236,7868,8108,5953,1057,13783,4855,11801,12161,8928,1586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01488122884173,-33.61176891249387]}"
0000000000000000009a_0,384,105,321,313,279,31,801,247,646,631,554,80,703,427,448,390,276,146,6493,3257,4525,4384,3236,998,2612,791,2190,2088,1821,277,1295,396,1059,1069,899,121,S,195,9184,2754,8057,8385,6430,908,13775,4131,12085,12576,9644,1362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.61096042873817]}"
0000000000000000009b_0,379,84,324,315,295,26,784,228,648,633,556,72,742,466,460,401,276,154,6484,3561,4453,4269,2923,1040,2619,768,2196,2080,1851,267,1308,360,1080,1071,948,113,S,195,9183,3233,7964,8317,5950,1008,13774,4849,11944,12475,8925,1512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.6112299233234]}"
0000000000000000009c_0,378,91,331,332,287,31,819,262,658,657,557,81,714,436,458,426,278,146,6499,3230,4536,4364,3269,983,2622,657,2224,2127,1965,246,1279,347,1083,1076,932,99,S,195,9179,2765,8031,8206,6414,893,13768,4148,12046,12307,9620,1340,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01488122884173,-33.61096042873817]}"
0000000000000000009d_0,370,95,318,310,275,29,802,254,642,623,548,81,718,444,449,385,274,148,6504,3377,4507,4363,3127,1022,2643,820,2190,2083,1823,281,1284,388,1059,1075,896,121,S,195,9191,2926,8040,8396,6265,938,13786,4390,12060,12593,9396,1408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.6112299233234]}"
0000000000000000009e_0,845,572,533,557,273,231,1183,687,826,831,496,257,1567,1325,916,992,242,511,6493,4361,3526,2732,2132,1544,3877,1934,2866,2857,1943,675,2986,2069,1848,1838,917,842,S,196,9281,6983,5254,4438,2298,2986,13921,10474,7880,6657,3447,4479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01056931547796,-33.60880447205628]}"
0000000000000000009f_0,860,588,543,575,272,237,1205,710,835,853,495,267,1587,1347,932,1014,240,522,6526,4344,3528,2703,2182,1532,3901,1926,2887,2885,1975,682,3018,2111,1866,1865,907,850,S,196,9290,7008,5227,4366,2282,2969,13934,10511,7840,6548,3423,4453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01110830464843,-33.60934346122675]}"
000000000000000000a0_0,845,572,533,557,273,231,1183,687,826,831,496,257,1567,1325,916,992,242,511,6493,4361,3526,2732,2132,1544,3877,1934,2866,2857,1943,675,2986,2069,1848,1838,917,842,S,196,9281,6983,5254,4438,2298,2986,13921,10474,7880,6657,3447,4479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01056931547796,-33.60880447205628]}"
000000000000000000a1_0,858,590,540,570,268,238,1194,703,834,850,491,262,1595,1358,932,1010,237,523,6493,4313,3519,2716,2180,1518,3892,1921,2879,2869,1971,677,3017,2105,1859,1850,912,848,S,196,9295,7027,5224,4384,2268,2975,13942,10541,7836,6575,3401,4462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01056931547796,-33.60907396664152]}"
000000000000000000a2_0,845,572,533,557,273,231,1183,687,826,831,496,257,1567,1325,916,992,242,511,6493,4361,3526,2732,2132,1544,3877,1934,2866,2857,1943,675,2986,2069,1848,1838,917,842,S,196,9281,6983,5254,4438,2298,2986,13921,10474,7880,6657,3447,4479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01083881006319,-33.60880447205628]}"
000000000000000000a3_0,860,587,540,567,273,236,1202,699,834,845,503,260,1585,1339,928,992,246,516,6495,4375,3533,2746,2120,1538,3901,1934,2880,2868,1967,676,2991,2070,1854,1853,921,838,S,196,9270,7033,5231,4443,2237,2985,13904,10548,7846,6663,3356,4478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01056931547796,-33.608534977471045]}"
000000000000000000a4_0,867,596,545,577,271,240,1197,687,842,866,510,259,1589,1342,934,991,247,520,6501,4350,3550,2816,2151,1532,3904,1959,2899,2916,1945,680,2980,2061,1862,1896,919,833,S,196,9267,7024,5234,4548,2243,2988,13900,10535,7850,6821,3365,4483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01029982089272,-33.608534977471045]}"
000000000000000000a5_0,858,587,540,566,271,235,1194,704,830,837,490,263,1583,1346,928,1004,237,520,6478,4335,3523,2711,2143,1532,3912,1944,2885,2867,1968,688,3013,2091,1860,1845,922,850,S,196,9294,7036,5227,4362,2258,2981,13940,10553,7840,6542,3387,4471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01110830464843,-33.608534977471045]}"
000000000000000000a6_0,850,581,531,548,269,234,1184,695,821,826,489,260,1562,1326,909,989,236,515,6465,4328,3527,2725,2137,1537,3874,1952,2848,2836,1922,684,2995,2090,1830,1796,905,852,S,196,9295,7014,5281,4447,2281,3002,13942,10521,7921,6670,3421,4503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01029982089272,-33.60934346122675]}"
000000000000000000a7_0,869,596,548,577,273,240,1209,717,841,855,492,269,1593,1356,932,1015,237,525,6505,4314,3526,2714,2191,1517,3904,1934,2879,2873,1970,682,3024,2122,1858,1838,902,849,S,196,9296,7030,5235,4375,2266,2972,13944,10545,7852,6562,3399,4458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01056931547796,-33.60934346122675]}"
000000000000000000a8_0,866,595,545,571,271,240,1203,712,840,852,491,271,1599,1361,935,1012,238,527,6507,4299,3543,2709,2208,1524,3921,1958,2892,2873,1963,691,3021,2106,1865,1848,915,856,S,196,9294,6991,5242,4381,2303,2972,13940,10485,7862,6571,3455,4458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01110830464843,-33.60880447205628]}"
000000000000000000a9_0,855,585,538,564,270,236,1187,686,830,839,501,258,1574,1328,920,975,246,514,6485,4353,3543,2769,2132,1541,3901,1965,2879,2877,1936,677,2989,2078,1849,1853,911,841,S,196,9269,7011,5264,4525,2258,2992,13902,10515,7895,6787,3387,4489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01029982089272,-33.60880447205628]}"
000000000000000000aa_0,866,594,546,571,272,241,1201,710,836,852,491,272,1601,1361,935,1015,240,528,6516,4325,3541,2704,2191,1533,3908,1937,2889,2884,1971,686,3019,2105,1863,1841,914,853,S,196,9289,7025,5230,4355,2264,2984,13933,10537,7845,6532,3396,4477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01083881006319,-33.60907396664152]}"
000000000000000000b8_0,756,473,563,601,283,132,983,466,800,833,517,129,1248,848,972,1062,400,247,3558,1770,2438,2287,1788,623,3065,1260,2618,2576,1805,381,2770,1871,2110,2294,899,550,S,198,7978,5566,4092,3238,2412,1857,11966,8348,6138,4857,3618,2786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01488122884173,-33.60287559118109]}"
000000000000000000b9_0,753,541,559,624,212,163,984,471,803,842,513,138,1236,909,983,1099,327,292,3748,1960,2305,2169,1788,614,3177,1616,2607,2575,1561,514,2788,2126,2090,2322,662,680,S,198,8395,5992,3829,2906,2403,1999,12591,8987,5742,4358,3604,2999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.60287559118109]}"
000000000000000000ba_0,753,541,559,624,212,163,984,471,803,842,513,138,1236,909,983,1099,327,292,3748,1960,2305,2169,1788,614,3177,1616,2607,2575,1561,514,2788,2126,2090,2322,662,680,S,198,8395,5992,3829,2906,2403,1999,12591,8987,5742,4358,3604,2999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.60287559118109]}"
000000000000000000bb_0,724,516,549,619,208,162,970,448,804,841,522,134,1230,902,982,1117,328,296,3906,2109,2351,2166,1797,662,3176,1599,2613,2596,1577,510,2779,2117,2072,2332,662,681,S,198,8450,6106,3888,2932,2344,2049,12674,9159,5832,4398,3515,3074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.60314508576633]}"
000000000000000000bc_0,721,521,550,622,200,166,971,455,806,849,516,137,1259,935,989,1119,324,302,3953,2143,2357,2146,1810,679,3214,1636,2629,2608,1578,521,2704,2058,2069,2331,646,680,S,198,8484,6120,3859,2823,2364,2089,12725,9179,5788,4233,3546,3133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.60341458035156]}"
000000000000000000bd_0,687,493,552,636,194,163,940,455,797,842,485,141,1222,911,980,1100,311,295,3749,1970,2273,2119,1779,612,3227,1710,2605,2569,1517,533,2769,2153,2118,2320,616,712,S,198,8467,6102,3784,2834,2365,2031,12700,9152,5675,4251,3548,3046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.60341458035156]}"
000000000000000000be_0,891,653,546,529,238,218,1175,713,815,841,462,229,1563,1308,925,1010,255,453,5947,3951,3338,2772,1996,1350,3668,1450,2766,2652,2218,503,3004,2029,1934,1972,975,741,S,198,9177,6818,5111,4203,2359,2788,13765,10227,7666,6303,3538,4182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01515072342696,-33.60287559118109]}"
000000000000000000bf_0,757,549,558,626,208,168,987,453,810,847,534,136,1243,914,988,1118,329,300,3935,2120,2374,2188,1815,668,3191,1605,2622,2609,1586,519,2799,2147,2072,2349,652,690,S,198,8456,6080,3903,2943,2376,2043,12683,9119,5853,4415,3564,3065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01434223967126,-33.60287559118109]}"
000000000000000000c0_0,707,371,540,574,336,133,984,425,787,821,559,141,1285,852,927,1043,433,298,4446,2604,2863,2397,1842,995,3148,1066,2677,2747,2082,302,2743,1729,2027,2224,1014,573,S,198,8040,5616,4687,3639,2424,2322,12059,8423,7030,5457,3636,3483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01515072342696,-33.60341458035156]}"
000000000000000000c1_0,780,494,535,550,286,165,1048,538,791,817,510,173,1390,1041,912,1029,349,363,5357,3450,3082,2510,1907,1222,3343,1147,2711,2703,2196,344,2876,1829,1995,2147,1047,635,S,198,8776,6387,4898,3796,2389,2581,13163,9580,7346,5693,3583,3871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01515072342696,-33.60314508576633]}"
000000000000000000c2_0,720,510,553,625,210,159,969,469,797,841,500,140,1219,903,972,1092,316,291,3704,1939,2266,2113,1765,604,3172,1628,2593,2560,1544,518,2788,2142,2102,2321,646,694,S,198,8427,6055,3806,2888,2372,2020,12640,9082,5708,4332,3558,3029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.60314508576633]}"
000000000000000000c3_0,726,457,563,616,269,139,970,461,800,834,509,135,1228,864,975,1088,364,271,3557,1781,2330,2216,1776,570,3123,1457,2618,2567,1666,466,2787,1985,2133,2316,802,638,S,198,8143,5741,3931,3020,2402,1899,12213,8610,5897,4530,3603,2848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01488122884173,-33.60314508576633]}"
000000000000000000c4_0,720,510,553,625,210,159,969,469,797,841,500,140,1219,903,972,1092,316,291,3704,1939,2266,2113,1765,604,3172,1628,2593,2560,1544,518,2788,2142,2102,2321,646,694,S,198,8427,6055,3806,2888,2372,2020,12640,9082,5708,4332,3558,3029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01461173425649,-33.60314508576633]}"
000000000000000000d2_0,603,408,349,284,195,137,1006,581,640,616,425,178,1240,976,511,348,264,324,6132,3292,4352,4348,2840,1114,3363,2056,2275,2180,1307,596,2008,1382,1161,1004,626,472,S,200,9114,5193,7663,8604,3921,1790,13671,7790,11493,12905,5881,2686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01730668010885,-33.599911150743495]}"
000000000000000000d3_0,595,404,341,282,191,133,993,573,638,625,420,176,1226,966,499,340,260,319,6217,3384,4423,4403,2833,1124,3342,2042,2277,2179,1300,593,1986,1368,1150,1007,618,461,S,200,9119,5160,7735,8660,3959,1768,13678,7741,11602,12989,5937,2652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01703718552362,-33.599911150743495]}"
000000000000000000d4_0,592,396,352,290,196,136,998,579,642,618,419,178,1224,963,514,354,261,319,6208,3410,4329,4338,2798,1136,3345,2045,2281,2195,1300,594,1990,1370,1165,1009,620,476,S,200,9112,5169,7633,8565,3943,1795,13666,7752,11448,12847,5914,2693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01730668010885,-33.59964165615826]}"
000000000000000000d5_0,587,389,347,286,198,131,1000,576,647,626,424,177,1225,964,513,360,261,318,6220,3381,4369,4357,2839,1128,3353,2047,2283,2193,1306,595,1984,1356,1161,1009,628,467,S,200,9114,5115,7661,8563,3999,1770,13670,7672,11490,12844,5998,2655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01703718552362,-33.59964165615826]}"
000000000000000000d6_0,592,396,352,290,196,136,998,579,642,618,419,178,1224,963,514,354,261,319,6208,3410,4329,4338,2798,1136,3345,2045,2281,2195,1300,594,1990,1370,1165,1009,620,476,S,200,9112,5169,7633,8565,3943,1795,13666,7752,11448,12847,5914,2693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01730668010885,-33.59964165615826]}"
000000000000000000d7_0,595,404,341,282,191,133,993,573,638,625,420,176,1226,966,499,340,260,319,6217,3384,4423,4403,2833,1124,3342,2042,2277,2179,1300,593,1986,1368,1150,1007,618,461,S,200,9119,5160,7735,8660,3959,1768,13678,7741,11602,12989,5937,2652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01676769093838,-33.599911150743495]}"
000000000000000000d8_0,602,409,351,283,193,139,1014,599,643,611,415,183,1240,976,514,350,264,324,6155,3387,4334,4332,2768,1132,3369,2072,2280,2191,1297,597,2011,1391,1170,1011,620,476,S,200,9106,5201,7632,8589,3905,1813,13657,7801,11447,12882,5856,2719,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.017576174694085,-33.599911150743495]}"
000000000000000000d9_0,590,394,343,281,196,131,987,569,630,601,418,176,1215,945,497,332,270,316,5865,3043,4355,4378,2822,1054,3350,2027,2259,2189,1323,578,1984,1350,1145,975,634,461,S,200,9094,5114,7726,8666,3980,1754,13641,7671,11589,12998,5970,2631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01730668010885,-33.600180645328734]}"
000000000000000000da_0,600,407,355,289,193,137,998,584,641,608,414,180,1224,960,516,353,264,320,6144,3408,4302,4301,2736,1155,3332,2026,2289,2211,1306,586,2022,1395,1182,1005,627,484,S,200,9107,5244,7594,8569,3863,1831,13660,7867,11390,12852,5793,2747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.017576174694085,-33.59964165615826]}"
000000000000000000db_0,587,389,347,286,198,131,1000,576,647,626,424,177,1225,964,513,360,261,318,6220,3381,4369,4357,2839,1128,3353,2047,2283,2193,1306,595,1984,1356,1161,1009,628,467,S,200,9114,5115,7661,8563,3999,1770,13670,7672,11490,12844,5998,2655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01676769093838,-33.59964165615826]}"
000000000000000000dc_0,594,397,345,277,197,133,1004,590,632,594,414,182,1232,969,503,342,263,321,5645,2800,4296,4340,2845,1004,3360,2058,2243,2179,1302,579,2003,1373,1145,955,630,469,S,200,9109,5125,7693,8628,3984,1761,13663,7688,11538,12940,5975,2642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.017576174694085,-33.600180645328734]}"
000000000000000000dd_0,603,408,349,284,195,137,1006,581,640,616,425,178,1240,976,511,348,264,324,6132,3292,4352,4348,2840,1114,3363,2056,2275,2180,1307,596,2008,1382,1161,1004,626,472,S,200,9114,5193,7663,8604,3921,1790,13671,7790,11493,12905,5881,2686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01730668010885,-33.599911150743495]}"
000000000000000000de_0,591,401,334,277,190,129,989,576,627,612,413,175,1208,950,489,334,258,311,6084,3270,4482,4457,2814,1104,3347,2018,2287,2171,1329,582,2015,1388,1145,1002,627,452,S,200,9139,5146,7800,8683,3993,1735,13708,7720,11699,13023,5988,2602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01676769093838,-33.600180645328734]}"
000000000000000000ec_0,817,547,543,590,270,217,1090,572,805,861,518,191,1420,1157,832,916,263,433,6716,4880,3619,3200,1836,1781,3796,1696,2973,3048,2100,518,3043,2051,1939,2031,992,805,S,202,9246,6983,5379,4803,2263,3054,13868,10474,8068,7204,3394,4581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00248447792088,-33.62793858760802]}"
000000000000000000ed_0,817,547,543,590,270,217,1090,572,805,861,518,191,1420,1157,832,916,263,433,6716,4880,3619,3200,1836,1781,3796,1696,2973,3048,2100,518,3043,2051,1939,2031,992,805,S,202,9246,6983,5379,4803,2263,3054,13868,10474,8068,7204,3394,4581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00248447792088,-33.62793858760802]}"
000000000000000000ee_0,834,561,546,585,273,221,1103,576,810,854,527,196,1439,1171,838,902,268,443,6692,4807,3669,3330,1885,1751,3822,1722,2990,3036,2100,541,3036,2040,1932,1995,996,811,S,202,9229,6921,5438,4988,2308,3041,13843,10382,8156,7482,3461,4561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00248447792088,-33.62766909302279]}"
000000000000000000ef_0,837,568,548,593,269,219,1087,562,808,859,525,188,1428,1154,833,899,274,430,6684,4829,3617,3250,1855,1772,3778,1706,2957,3034,2072,521,3059,2069,1929,1998,990,805,S,202,9212,6956,5380,4891,2256,3049,13817,10434,8069,7336,3383,4574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00302346709135,-33.62820808219326]}"
000000000000000000f0_0,830,559,557,627,271,221,1095,578,824,904,517,199,1427,1151,857,976,276,446,6712,4839,3654,3186,1873,1753,3799,1689,3010,3112,2110,531,2930,1946,1928,2053,984,780,S,202,9210,7053,5361,4707,2157,3029,13814,10579,8041,7060,3235,4543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00221498333565,-33.62766909302279]}"
000000000000000000f1_0,831,537,528,510,294,221,1084,574,788,809,510,194,1386,1118,818,917,268,428,6445,4571,3589,2931,1874,1720,3740,1564,2877,2846,2176,544,3106,2094,1900,1822,1012,863,S,202,9201,6832,5435,4637,2369,3004,13801,10248,8152,6954,3553,4506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00302346709135,-33.62766909302279]}"
000000000000000000f2_0,850,573,552,597,277,225,1114,593,813,864,521,201,1444,1176,841,912,268,443,6677,4808,3617,3202,1869,1763,3806,1706,2978,3046,2100,527,3131,2134,1964,2040,997,836,S,202,9228,6980,5362,4825,2248,3076,13841,10470,8042,7237,3371,4615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00221498333565,-33.62820808219326]}"
000000000000000000f3_0,850,573,552,597,277,225,1114,593,813,864,521,201,1444,1176,841,912,268,443,6677,4808,3617,3202,1869,1763,3806,1706,2978,3046,2100,527,3131,2134,1964,2040,997,836,S,202,9228,6980,5362,4825,2248,3076,13841,10470,8042,7237,3371,4615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00248447792088,-33.62820808219326]}"
000000000000000000f4_0,826,560,539,567,266,223,1106,569,807,830,537,194,1444,1166,836,859,278,442,6566,4669,3632,3256,1897,1717,3851,1765,2959,2965,2086,557,3080,2077,1923,1936,1003,830,S,202,9187,6891,5430,5142,2296,3049,13780,10337,8145,7712,3443,4573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00302346709135,-33.62793858760802]}"
000000000000000000f5_0,817,547,543,590,270,217,1090,572,805,861,518,191,1420,1157,832,916,263,433,6716,4880,3619,3200,1836,1781,3796,1696,2973,3048,2100,518,3043,2051,1939,2031,992,805,S,202,9246,6983,5379,4803,2263,3054,13868,10474,8068,7204,3394,4581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00221498333565,-33.62793858760802]}"
000000000000000000f6_0,847,574,554,602,273,225,1105,584,811,866,521,196,1438,1166,839,909,272,437,6659,4804,3605,3230,1855,1766,3792,1705,2963,3040,2087,522,3103,2106,1948,2021,997,825,S,202,9215,7020,5347,4845,2195,3077,13821,10528,8020,7267,3293,4615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00275397250611,-33.62820808219326]}"
000000000000000000f7_0,825,562,546,598,263,222,1089,571,805,862,518,193,1431,1158,838,918,273,434,6672,4813,3621,3272,1859,1762,3815,1720,2982,3068,2095,531,3086,2089,1942,2025,997,814,S,202,9213,6961,5374,4847,2252,3050,13819,10441,8060,7270,3378,4574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00275397250611,-33.62793858760802]}"
000000000000000000f8_0,850,573,552,597,277,225,1114,593,813,864,521,201,1444,1176,841,912,268,443,6677,4808,3617,3202,1869,1763,3806,1706,2978,3046,2100,527,3131,2134,1964,2040,997,836,S,202,9228,6980,5362,4825,2248,3076,13841,10470,8042,7237,3371,4615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00248447792088,-33.62820808219326]}"
00000000000000000106_0,601,342,368,363,259,103,999,492,744,781,507,164,1304,1059,681,710,245,325,6238,3017,4196,3774,3221,966,3241,1295,2397,2341,1946,375,2118,1218,1254,1141,900,377,S,205,9244,5008,7051,6819,4236,1521,13865,7512,10575,10228,6353,2282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.011916788404136,-33.62389616882949]}"
00000000000000000107_0,590,334,358,352,256,98,989,487,721,752,502,157,1276,1026,637,642,250,303,6291,2930,4231,3851,3361,965,3184,1231,2357,2259,1953,351,2050,1132,1221,1131,918,341,S,205,9235,4739,7246,7104,4496,1389,13852,7109,10868,10655,6743,2084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.011916788404136,-33.62416566341472]}"
00000000000000000108_0,584,312,359,350,272,93,991,496,722,752,495,157,1284,1036,636,649,248,311,6295,2969,4299,3997,3326,935,3230,1235,2380,2288,1995,359,2042,1116,1215,1100,926,339,S,205,9241,4672,7287,7166,4569,1414,13861,7008,10930,10748,6853,2121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.011916788404136,-33.62443515799996]}"
